,frame,match_strength
18_20_fil.wav 18_30_stavros.wav,1967,225
18_20_fil.wav 18_40_dp.wav,2471,257
18_20_fil.wav 18_40_fil.wav,1177,236
18_20_fil.wav 18_40_giorgos.wav,2300,225
18_20_fil.wav 18_40_nikos.wav,2684,265
18_20_fil.wav 18_40_stavros.wav,1401,220
18_20_fil.wav 18_50_dp.wav,1935,237
18_20_fil.wav 18_50_fil.wav,1831,208
18_20_fil.wav 18_50_giorgos.wav,11035,295
18_20_fil.wav 18_50_nikos.wav,1911,221
18_20_fil.wav 18_50_stavros.wav,886,197
18_20_fil.wav 18_58_stavros.wav,1516,183
18_20_giorgos.wav 18_20_nikos.wav,4106,566
18_20_giorgos.wav 18_20_stavros.wav,2416,896
18_20_giorgos.wav 18_30_dp.wav,2217,262
18_20_giorgos.wav 18_30_fil.wav,3426,230
18_20_giorgos.wav 18_30_giorgos.wav,2505,304
18_20_giorgos.wav 18_30_nikos.wav,2672,247
18_20_giorgos.wav 18_30_stavros.wav,2811,243
18_20_giorgos.wav 18_40_dp.wav,2905,234
18_20_giorgos.wav 18_40_fil.wav,1916,276
18_20_giorgos.wav 18_40_giorgos.wav,1672,239
18_20_giorgos.wav 18_40_nikos.wav,3304,332
18_20_giorgos.wav 18_40_stavros.wav,2904,295
18_20_giorgos.wav 18_50_dp.wav,2588,279
18_20_giorgos.wav 18_50_fil.wav,2146,263
18_20_giorgos.wav 18_50_giorgos.wav,13993,318
18_20_giorgos.wav 18_50_nikos.wav,2765,244
18_20_giorgos.wav 18_50_stavros.wav,1678,223
18_20_giorgos.wav 18_58_stavros.wav,2097,282
18_20_nikos.wav 18_20_stavros.wav,1559,486
18_20_nikos.wav 18_30_dp.wav,3024,377
18_20_nikos.wav 18_30_fil.wav,3868,249
18_20_nikos.wav 18_30_giorgos.wav,2654,333
18_20_nikos.wav 18_30_nikos.wav,3133,336
18_20_nikos.wav 18_30_stavros.wav,2104,303
18_20_nikos.wav 18_40_dp.wav,3325,233
18_20_nikos.wav 18_40_fil.wav,2879,248
18_20_nikos.wav 18_40_giorgos.wav,3457,277
18_20_nikos.wav 18_40_nikos.wav,3280,265
18_20_nikos.wav 18_40_stavros.wav,2000,265
18_20_nikos.wav 18_50_dp.wav,2056,333
18_20_nikos.wav 18_50_fil.wav,3247,233
18_20_nikos.wav 18_50_giorgos.wav,3782,403
18_20_nikos.wav 18_50_nikos.wav,2358,293
18_20_nikos.wav 18_50_stavros.wav,2326,280
18_20_nikos.wav 18_58_stavros.wav,2865,214
18_20_stavros.wav 18_30_dp.wav,1784,273
18_20_stavros.wav 18_30_fil.wav,2219,202
18_20_stavros.wav 18_30_giorgos.wav,1936,231
18_20_stavros.wav 18_30_nikos.wav,2994,200
18_20_stavros.wav 18_30_stavros.wav,2372,220
18_20_stavros.wav 18_40_dp.wav,2620,260
18_20_stavros.wav 18_40_fil.wav,1323,262
18_20_stavros.wav 18_40_giorgos.wav,1871,182
18_20_stavros.wav 18_40_nikos.wav,1721,256
18_20_stavros.wav 18_40_stavros.wav,2018,230
18_20_stavros.wav 18_50_dp.wav,1870,213
18_20_stavros.wav 18_50_fil.wav,1119,202
18_20_stavros.wav 18_50_giorgos.wav,10675,296
18_20_stavros.wav 18_50_nikos.wav,1780,233
18_20_stavros.wav 18_50_stavros.wav,1128,185
18_20_stavros.wav 18_58_stavros.wav,1664,245
18_30_dp.wav 18_30_fil.wav,2360,603
18_30_dp.wav 18_30_giorgos.wav,2624,1081
18_30_dp.wav 18_30_nikos.wav,2859,770
18_30_dp.wav 18_30_stavros.wav,2073,773
18_30_dp.wav 18_40_dp.wav,3249,239
18_30_dp.wav 18_40_fil.wav,2008,238
18_30_dp.wav 18_40_giorgos.wav,3362,318
18_30_dp.wav 18_40_nikos.wav,2426,283
18_30_dp.wav 18_40_stavros.wav,2763,282
18_30_dp.wav 18_50_dp.wav,2056,277
18_30_dp.wav 18_50_fil.wav,2877,215
18_30_dp.wav 18_50_giorgos.wav,12301,381
18_30_dp.wav 18_50_nikos.wav,3487,269
18_30_dp.wav 18_50_stavros.wav,2740,250
18_30_dp.wav 18_58_stavros.wav,2440,266
18_30_fil.wav 18_30_giorgos.wav,2512,497
18_30_fil.wav 18_30_nikos.wav,2751,423
18_30_fil.wav 18_30_stavros.wav,1964,641
18_30_fil.wav 18_40_dp.wav,2583,273
18_30_fil.wav 18_40_fil.wav,2020,254
18_30_fil.wav 18_40_giorgos.wav,2663,297
18_30_fil.wav 18_40_nikos.wav,3228,287
18_30_fil.wav 18_40_stavros.wav,2158,237
18_30_fil.wav 18_50_dp.wav,2447,233
18_30_fil.wav 18_50_fil.wav,2169,271
18_30_fil.wav 18_50_giorgos.wav,12724,329
18_30_fil.wav 18_50_nikos.wav,3766,260
18_30_fil.wav 18_50_stavros.wav,2100,206
18_30_fil.wav 18_58_stavros.wav,2204,230
18_30_giorgos.wav 18_30_nikos.wav,3068,751
18_30_giorgos.wav 18_30_stavros.wav,2281,695
18_30_giorgos.wav 18_40_dp.wav,3106,251
18_30_giorgos.wav 18_40_fil.wav,3543,220
18_30_giorgos.wav 18_40_giorgos.wav,3624,251
18_30_giorgos.wav 18_40_nikos.wav,2828,279
18_30_giorgos.wav 18_40_stavros.wav,3335,264
18_30_giorgos.wav 18_50_dp.wav,2233,242
18_30_giorgos.wav 18_50_fil.wav,2695,233
18_30_giorgos.wav 18_50_giorgos.wav,9880,328
18_30_giorgos.wav 18_50_nikos.wav,3173,252
18_30_giorgos.wav 18_50_stavros.wav,2152,240
18_30_giorgos.wav 18_58_stavros.wav,2525,286
18_30_nikos.wav 18_30_stavros.wav,2251,423
18_30_nikos.wav 18_40_dp.wav,3348,361
18_30_nikos.wav 18_40_fil.wav,1642,237
18_30_nikos.wav 18_40_giorgos.wav,3840,223
18_30_nikos.wav 18_40_nikos.wav,3562,237
18_30_nikos.wav 18_40_stavros.wav,3730,255
18_30_nikos.wav 18_50_dp.wav,3564,269
18_30_nikos.wav 18_50_fil.wav,1957,215
18_30_nikos.wav 18_50_giorgos.wav,7044,370
18_30_nikos.wav 18_50_nikos.wav,2405,290
18_30_nikos.wav 18_50_stavros.wav,2918,222
18_30_nikos.wav 18_58_stavros.wav,2729,254
18_30_stavros.wav 18_40_dp.wav,1955,272
18_30_stavros.wav 18_40_fil.wav,2505,173
18_30_stavros.wav 18_40_giorgos.wav,3152,254
18_30_stavros.wav 18_40_nikos.wav,2623,243
18_30_stavros.wav 18_40_stavros.wav,2291,229
18_30_stavros.wav 18_50_dp.wav,2100,179
18_30_stavros.wav 18_50_fil.wav,2359,220
18_30_stavros.wav 18_50_giorgos.wav,6060,295
18_30_stavros.wav 18_50_nikos.wav,2289,213
18_30_stavros.wav 18_50_stavros.wav,1308,213
18_30_stavros.wav 18_58_stavros.wav,2342,246
18_40_dp.wav 18_40_fil.wav,1727,630
18_40_dp.wav 18_40_giorgos.wav,2179,826
18_40_dp.wav 18_40_nikos.wav,2933,930
18_40_dp.wav 18_40_stavros.wav,1582,733
18_40_dp.wav 18_50_dp.wav,1852,307
18_40_dp.wav 18_50_fil.wav,1524,215
18_40_dp.wav 18_50_giorgos.wav,8995,410
18_40_dp.wav 18_50_nikos.wav,1970,313
18_40_dp.wav 18_50_stavros.wav,1192,215
18_40_dp.wav 18_58_stavros.wav,2693,246
18_40_fil.wav 18_40_giorgos.wav,2342,546
18_40_fil.wav 18_40_nikos.wav,3095,498
18_40_fil.wav 18_40_stavros.wav,1745,758
18_40_fil.wav 18_50_dp.wav,2071,240
18_40_fil.wav 18_50_fil.wav,1676,219
18_40_fil.wav 18_50_giorgos.wav,9407,326
18_40_fil.wav 18_50_nikos.wav,2134,246
18_40_fil.wav 18_50_stavros.wav,1294,223
18_40_fil.wav 18_58_stavros.wav,2000,178
18_40_giorgos.wav 18_40_nikos.wav,3684,847
18_40_giorgos.wav 18_40_stavros.wav,2333,954
18_40_giorgos.wav 18_50_dp.wav,2541,428
18_40_giorgos.wav 18_50_fil.wav,1969,241
18_40_giorgos.wav 18_50_giorgos.wav,12368,374
18_40_giorgos.wav 18_50_nikos.wav,2753,276
18_40_giorgos.wav 18_50_stavros.wav,1821,262
18_40_giorgos.wav 18_58_stavros.wav,3869,222
18_40_nikos.wav 18_40_stavros.wav,2051,558
18_40_nikos.wav 18_50_dp.wav,2559,290
18_40_nikos.wav 18_50_fil.wav,2322,223
18_40_nikos.wav 18_50_giorgos.wav,13274,358
18_40_nikos.wav 18_50_nikos.wav,2469,252
18_40_nikos.wav 18_50_stavros.wav,1538,237
18_40_nikos.wav 18_58_stavros.wav,2852,266
18_40_stavros.wav 18_50_dp.wav,2569,308
18_40_stavros.wav 18_50_fil.wav,950,219
18_40_stavros.wav 18_50_giorgos.wav,12094,366
18_40_stavros.wav 18_50_nikos.wav,2783,252
18_40_stavros.wav 18_50_stavros.wav,1913,312
18_40_stavros.wav 18_58_stavros.wav,1582,225
18_50_dp.wav 18_50_fil.wav,1947,627
18_50_dp.wav 18_50_giorgos.wav,13875,1132
18_50_dp.wav 18_50_nikos.wav,2854,872
18_50_dp.wav 18_50_stavros.wav,1922,655
18_50_dp.wav 18_58_stavros.wav,2459,200
18_50_fil.wav 18_50_giorgos.wav,13841,651
18_50_fil.wav 18_50_nikos.wav,2821,601
18_50_fil.wav 18_50_stavros.wav,1888,739
18_50_fil.wav 18_58_stavros.wav,2150,182
18_50_giorgos.wav 18_50_nikos.wav,3075,782
18_50_giorgos.wav 18_50_stavros.wav,2142,626
18_50_giorgos.wav 18_58_stavros.wav,10379,1062
18_50_nikos.wav 18_50_stavros.wav,1912,605
18_50_nikos.wav 18_58_stavros.wav,3080,219
18_50_stavros.wav 18_58_stavros.wav,1669,186
