,frame,match_strength
17_10_stavros.wav 18_50_stavros.wav,1840,195.0
17_10_stavros.wav 18_58_stavros.wav,1867,159.0
17_20_dp.wav 17_20_giorgos.wav,2610,1087.0
17_20_dp.wav 17_20_nikos.wav,2221,610.0
17_20_dp.wav 17_20_stavros.wav,2048,847.0
17_20_dp.wav 17_30_dp.wav,3268,242.0
17_20_dp.wav 17_30_fil.wav,2316,281.0
17_20_dp.wav 17_30_giorgos.wav,3800,246.0
17_20_dp.wav 17_30_nikos.wav,2349,251.0
17_20_dp.wav 17_30_stavros.wav,2195,211.0
17_20_dp.wav 17_40_dp.wav,4162,288.0
17_20_dp.wav 17_40_fil.wav,2649,218.0
17_20_dp.wav 17_40_giorgos.wav,4156,351.0
17_20_dp.wav 17_40_nikos.wav,3326,261.0
17_20_dp.wav 17_40_stavros.wav,2788,236.0
17_20_dp.wav 18_10_dp.wav,3196,277.0
17_20_dp.wav 18_10_fil.wav,2814,233.0
17_20_dp.wav 18_10_giorgos.wav,2200,337.0
17_20_dp.wav 18_10_stavros.wav,3218,263.0
17_20_dp.wav 18_20_dp.wav,2431,274.0
17_20_dp.wav 18_20_fil.wav,2625,251.0
17_20_dp.wav 18_20_giorgos.wav,3379,293.0
17_20_dp.wav 18_20_nikos.wav,3230,285.0
17_20_dp.wav 18_20_stavros.wav,1721,222.0
17_20_dp.wav 18_30_dp.wav,2199,282.0
17_20_dp.wav 18_30_fil.wav,2894,273.0
17_20_dp.wav 18_30_giorgos.wav,3159,312.0
17_20_dp.wav 18_30_nikos.wav,3516,264.0
17_20_dp.wav 18_30_stavros.wav,3433,248.0
17_20_dp.wav 18_40_dp.wav,3325,287.0
17_20_dp.wav 18_40_fil.wav,1686,303.0
17_20_dp.wav 18_40_giorgos.wav,4255,369.0
17_20_dp.wav 18_40_nikos.wav,3259,296.0
17_20_dp.wav 18_40_stavros.wav,3657,279.0
17_20_dp.wav 18_50_dp.wav,2642,357.0
17_20_dp.wav 18_50_fil.wav,3293,233.0
17_20_dp.wav 18_50_giorgos.wav,13109,373.0
17_20_dp.wav 18_50_nikos.wav,2030,319.0
17_20_dp.wav 18_50_stavros.wav,2074,280.0
17_20_dp.wav 18_58_stavros.wav,3184,244.0
17_20_giorgos.wav 17_20_nikos.wav,2482,628.0
17_20_giorgos.wav 17_20_stavros.wav,2308,905.0
17_20_giorgos.wav 17_30_dp.wav,3530,250.0
17_20_giorgos.wav 17_30_fil.wav,2821,207.0
17_20_giorgos.wav 17_30_giorgos.wav,3945,245.0
17_20_giorgos.wav 17_30_nikos.wav,2608,265.0
17_20_giorgos.wav 17_30_stavros.wav,1946,323.0
17_20_giorgos.wav 17_40_dp.wav,2155,256.0
17_20_giorgos.wav 17_40_fil.wav,2717,310.0
17_20_giorgos.wav 17_40_giorgos.wav,2179,280.0
17_20_giorgos.wav 17_40_nikos.wav,3504,203.0
17_20_giorgos.wav 17_40_stavros.wav,2363,244.0
17_20_giorgos.wav 18_10_dp.wav,2930,243.0
17_20_giorgos.wav 18_10_fil.wav,2566,221.0
17_20_giorgos.wav 18_10_giorgos.wav,1752,259.0
17_20_giorgos.wav 18_10_stavros.wav,2462,315.0
17_20_giorgos.wav 18_20_dp.wav,2128,329.0
17_20_giorgos.wav 18_20_fil.wav,1633,246.0
17_20_giorgos.wav 18_20_giorgos.wav,3290,268.0
17_20_giorgos.wav 18_20_nikos.wav,3125,299.0
17_20_giorgos.wav 18_20_stavros.wav,2062,218.0
17_20_giorgos.wav 18_30_dp.wav,2817,288.0
17_20_giorgos.wav 18_30_fil.wav,2598,267.0
17_20_giorgos.wav 18_30_giorgos.wav,2011,326.0
17_20_giorgos.wav 18_30_nikos.wav,2210,291.0
17_20_giorgos.wav 18_30_stavros.wav,2217,283.0
17_20_giorgos.wav 18_40_dp.wav,2284,319.0
17_20_giorgos.wav 18_40_fil.wav,1596,255.0
17_20_giorgos.wav 18_40_giorgos.wav,1927,286.0
17_20_giorgos.wav 18_40_nikos.wav,2374,295.0
17_20_giorgos.wav 18_40_stavros.wav,1086,299.0
17_20_giorgos.wav 18_50_dp.wav,2901,299.0
17_20_giorgos.wav 18_50_fil.wav,2510,269.0
17_20_giorgos.wav 18_50_giorgos.wav,8370,387.0
17_20_giorgos.wav 18_50_nikos.wav,3418,276.0
17_20_giorgos.wav 18_50_stavros.wav,2152,292.0
17_20_giorgos.wav 18_58_stavros.wav,1560,241.0
17_20_nikos.wav 17_20_stavros.wav,2084,801.0
17_20_nikos.wav 17_30_dp.wav,3237,202.0
17_20_nikos.wav 17_30_fil.wav,2253,191.0
17_20_nikos.wav 17_30_giorgos.wav,3002,219.0
17_20_nikos.wav 17_30_nikos.wav,2140,255.0
17_20_nikos.wav 17_30_stavros.wav,2768,230.0
17_20_nikos.wav 17_40_dp.wav,2076,291.0
17_20_nikos.wav 17_40_fil.wav,2373,232.0
17_20_nikos.wav 17_40_giorgos.wav,3566,278.0
17_20_nikos.wav 17_40_nikos.wav,2824,228.0
17_20_nikos.wav 17_40_stavros.wav,2911,188.0
17_20_nikos.wav 18_10_dp.wav,2790,260.0
17_20_nikos.wav 18_10_fil.wav,2278,258.0
17_20_nikos.wav 18_10_giorgos.wav,2079,238.0
17_20_nikos.wav 18_10_stavros.wav,1608,191.0
17_20_nikos.wav 18_20_dp.wav,2467,240.0
17_20_nikos.wav 18_20_fil.wav,2008,225.0
17_20_nikos.wav 18_20_giorgos.wav,1807,232.0
17_20_nikos.wav 18_20_nikos.wav,3651,289.0
17_20_nikos.wav 18_20_stavros.wav,1601,222.0
17_20_nikos.wav 18_30_dp.wav,2241,308.0
17_20_nikos.wav 18_30_fil.wav,1888,261.0
17_20_nikos.wav 18_30_giorgos.wav,2222,257.0
17_20_nikos.wav 18_30_nikos.wav,1866,273.0
17_20_nikos.wav 18_30_stavros.wav,1995,238.0
17_20_nikos.wav 18_40_dp.wav,3243,250.0
17_20_nikos.wav 18_40_fil.wav,1303,190.0
17_20_nikos.wav 18_40_giorgos.wav,2129,272.0
17_20_nikos.wav 18_40_nikos.wav,3115,260.0
17_20_nikos.wav 18_40_stavros.wav,2130,211.0
17_20_nikos.wav 18_50_dp.wav,2822,272.0
17_20_nikos.wav 18_50_fil.wav,1949,229.0
17_20_nikos.wav 18_50_giorgos.wav,11387,286.0
17_20_nikos.wav 18_50_nikos.wav,2065,262.0
17_20_nikos.wav 18_50_stavros.wav,2224,240.0
17_20_nikos.wav 18_58_stavros.wav,2914,253.0
17_20_stavros.wav 17_30_dp.wav,2345,239.0
17_20_stavros.wav 17_30_fil.wav,1694,203.0
17_20_stavros.wav 17_30_giorgos.wav,2406,195.0
17_20_stavros.wav 17_30_nikos.wav,2594,183.0
17_20_stavros.wav 17_30_stavros.wav,1826,223.0
17_20_stavros.wav 17_40_dp.wav,2181,258.0
17_20_stavros.wav 17_40_fil.wav,2631,249.0
17_20_stavros.wav 17_40_giorgos.wav,2233,311.0
17_20_stavros.wav 17_40_nikos.wav,1317,220.0
17_20_stavros.wav 17_40_stavros.wav,1892,195.0
17_20_stavros.wav 18_10_dp.wav,2539,221.0
17_20_stavros.wav 18_10_fil.wav,1542,197.0
17_20_stavros.wav 18_10_giorgos.wav,2952,242.0
17_20_stavros.wav 18_10_stavros.wav,1707,192.0
17_20_stavros.wav 18_20_dp.wav,2151,280.0
17_20_stavros.wav 18_20_fil.wav,1817,232.0
17_20_stavros.wav 18_20_giorgos.wav,1884,251.0
17_20_stavros.wav 18_20_nikos.wav,3032,271.0
17_20_stavros.wav 18_20_stavros.wav,1728,231.0
17_20_stavros.wav 18_30_dp.wav,2807,265.0
17_20_stavros.wav 18_30_fil.wav,1979,250.0
17_20_stavros.wav 18_30_giorgos.wav,2159,296.0
17_20_stavros.wav 18_30_nikos.wav,3117,245.0
17_20_stavros.wav 18_30_stavros.wav,1886,233.0
17_20_stavros.wav 18_40_dp.wav,2866,230.0
17_20_stavros.wav 18_40_fil.wav,1667,216.0
17_20_stavros.wav 18_40_giorgos.wav,1315,284.0
17_20_stavros.wav 18_40_nikos.wav,3018,279.0
17_20_stavros.wav 18_40_stavros.wav,992,233.0
17_20_stavros.wav 18_50_dp.wav,2023,252.0
17_20_stavros.wav 18_50_fil.wav,2086,253.0
17_20_stavros.wav 18_50_giorgos.wav,11464,391.0
17_20_stavros.wav 18_50_nikos.wav,2382,233.0
17_20_stavros.wav 18_50_stavros.wav,2117,206.0
17_20_stavros.wav 18_58_stavros.wav,2018,255.0
17_30_dp.wav 17_30_fil.wav,1840,251.0
17_30_dp.wav 17_30_giorgos.wav,2213,624.0
17_30_dp.wav 17_30_nikos.wav,2008,385.0
17_30_dp.wav 17_30_stavros.wav,1980,551.0
17_30_dp.wav 17_40_dp.wav,2936,238.0
17_30_dp.wav 17_40_fil.wav,2987,202.0
17_30_dp.wav 17_40_giorgos.wav,3177,244.0
17_30_dp.wav 17_40_nikos.wav,2985,245.0
17_30_dp.wav 17_40_stavros.wav,2859,238.0
17_30_dp.wav 18_10_dp.wav,2810,225.0
17_30_dp.wav 18_10_fil.wav,2095,179.0
17_30_dp.wav 18_10_giorgos.wav,3127,284.0
17_30_dp.wav 18_10_stavros.wav,2359,221.0
17_30_dp.wav 18_20_dp.wav,2511,262.0
17_30_dp.wav 18_20_fil.wav,2235,193.0
17_30_dp.wav 18_20_giorgos.wav,2607,272.0
17_30_dp.wav 18_20_nikos.wav,2897,244.0
17_30_dp.wav 18_20_stavros.wav,3019,216.0
17_30_dp.wav 18_30_dp.wav,2538,275.0
17_30_dp.wav 18_30_fil.wav,3570,248.0
17_30_dp.wav 18_30_giorgos.wav,2004,267.0
17_30_dp.wav 18_30_nikos.wav,3241,234.0
17_30_dp.wav 18_30_stavros.wav,2211,207.0
17_30_dp.wav 18_40_dp.wav,2657,304.0
17_30_dp.wav 18_40_fil.wav,1863,254.0
17_30_dp.wav 18_40_giorgos.wav,2064,271.0
17_30_dp.wav 18_40_nikos.wav,2944,296.0
17_30_dp.wav 18_40_stavros.wav,1524,279.0
17_30_dp.wav 18_50_dp.wav,2535,264.0
17_30_dp.wav 18_50_fil.wav,1738,201.0
17_30_dp.wav 18_50_giorgos.wav,10017,330.0
17_30_dp.wav 18_50_nikos.wav,1951,258.0
17_30_dp.wav 18_50_stavros.wav,2758,274.0
17_30_dp.wav 18_58_stavros.wav,2848,234.0
17_30_fil.wav 17_30_giorgos.wav,2418,339.0
17_30_fil.wav 17_30_nikos.wav,2212,251.0
17_30_fil.wav 17_30_stavros.wav,2184,521.0
17_30_fil.wav 17_40_dp.wav,1753,258.0
17_30_fil.wav 17_40_fil.wav,2272,240.0
17_30_fil.wav 17_40_giorgos.wav,2316,257.0
17_30_fil.wav 17_40_nikos.wav,2465,220.0
17_30_fil.wav 17_40_stavros.wav,2758,190.0
17_30_fil.wav 18_10_dp.wav,1598,251.0
17_30_fil.wav 18_10_fil.wav,2417,202.0
17_30_fil.wav 18_10_giorgos.wav,2408,261.0
17_30_fil.wav 18_10_stavros.wav,2291,192.0
17_30_fil.wav 18_20_dp.wav,1675,230.0
17_30_fil.wav 18_20_fil.wav,1797,218.0
17_30_fil.wav 18_20_giorgos.wav,1618,231.0
17_30_fil.wav 18_20_nikos.wav,3595,232.0
17_30_fil.wav 18_20_stavros.wav,2698,256.0
17_30_fil.wav 18_30_dp.wav,2338,273.0
17_30_fil.wav 18_30_fil.wav,2209,229.0
17_30_fil.wav 18_30_giorgos.wav,1965,262.0
17_30_fil.wav 18_30_nikos.wav,2731,223.0
17_30_fil.wav 18_30_stavros.wav,3037,218.0
17_30_fil.wav 18_40_dp.wav,2999,235.0
17_30_fil.wav 18_40_fil.wav,1317,284.0
17_30_fil.wav 18_40_giorgos.wav,1490,215.0
17_30_fil.wav 18_40_nikos.wav,1767,220.0
17_30_fil.wav 18_40_stavros.wav,1943,234.0
17_30_fil.wav 18_50_dp.wav,1587,208.0
17_30_fil.wav 18_50_fil.wav,1796,187.0
17_30_fil.wav 18_50_giorgos.wav,10606,305.0
17_30_fil.wav 18_50_nikos.wav,2498,249.0
17_30_fil.wav 18_50_stavros.wav,2057,197.0
17_30_fil.wav 18_58_stavros.wav,2545,217.0
17_30_giorgos.wav 17_30_nikos.wav,2653,349.0
17_30_giorgos.wav 17_30_stavros.wav,2624,547.0
17_30_giorgos.wav 17_40_dp.wav,3284,221.0
17_30_giorgos.wav 17_40_fil.wav,1896,255.0
17_30_giorgos.wav 17_40_giorgos.wav,2944,276.0
17_30_giorgos.wav 17_40_nikos.wav,2356,197.0
17_30_giorgos.wav 17_40_stavros.wav,2485,278.0
17_30_giorgos.wav 18_10_dp.wav,3170,254.0
17_30_giorgos.wav 18_10_fil.wav,2460,217.0
17_30_giorgos.wav 18_10_giorgos.wav,2751,304.0
17_30_giorgos.wav 18_10_stavros.wav,2154,285.0
17_30_giorgos.wav 18_20_dp.wav,2651,256.0
17_30_giorgos.wav 18_20_fil.wav,1802,207.0
17_30_giorgos.wav 18_20_giorgos.wav,2960,239.0
17_30_giorgos.wav 18_20_nikos.wav,2496,287.0
17_30_giorgos.wav 18_20_stavros.wav,2405,210.0
17_30_giorgos.wav 18_30_dp.wav,3402,322.0
17_30_giorgos.wav 18_30_fil.wav,2959,255.0
17_30_giorgos.wav 18_30_giorgos.wav,3031,304.0
17_30_giorgos.wav 18_30_nikos.wav,2407,264.0
17_30_giorgos.wav 18_30_stavros.wav,2323,241.0
17_30_giorgos.wav 18_40_dp.wav,2998,335.0
17_30_giorgos.wav 18_40_fil.wav,2377,264.0
17_30_giorgos.wav 18_40_giorgos.wav,2833,406.0
17_30_giorgos.wav 18_40_nikos.wav,2300,413.0
17_30_giorgos.wav 18_40_stavros.wav,2233,396.0
17_30_giorgos.wav 18_50_dp.wav,2822,215.0
17_30_giorgos.wav 18_50_fil.wav,2101,221.0
17_30_giorgos.wav 18_50_giorgos.wav,3033,324.0
17_30_giorgos.wav 18_50_nikos.wav,3015,254.0
17_30_giorgos.wav 18_50_stavros.wav,3304,215.0
17_30_giorgos.wav 18_58_stavros.wav,2668,196.0
17_30_nikos.wav 17_30_stavros.wav,1934,403.0
17_30_nikos.wav 17_40_dp.wav,2769,203.0
17_30_nikos.wav 17_40_fil.wav,2091,227.0
17_30_nikos.wav 17_40_giorgos.wav,1405,218.0
17_30_nikos.wav 17_40_nikos.wav,2622,227.0
17_30_nikos.wav 17_40_stavros.wav,2378,205.0
17_30_nikos.wav 18_10_dp.wav,2871,223.0
17_30_nikos.wav 18_10_fil.wav,1499,208.0
17_30_nikos.wav 18_10_giorgos.wav,2482,233.0
17_30_nikos.wav 18_10_stavros.wav,1748,197.0
17_30_nikos.wav 18_20_dp.wav,2570,257.0
17_30_nikos.wav 18_20_fil.wav,1975,298.0
17_30_nikos.wav 18_20_giorgos.wav,1608,265.0
17_30_nikos.wav 18_20_nikos.wav,3249,259.0
17_30_nikos.wav 18_20_stavros.wav,1925,284.0
17_30_nikos.wav 18_30_dp.wav,2178,233.0
17_30_nikos.wav 18_30_fil.wav,1582,221.0
17_30_nikos.wav 18_30_giorgos.wav,1804,231.0
17_30_nikos.wav 18_30_nikos.wav,1578,243.0
17_30_nikos.wav 18_30_stavros.wav,2165,212.0
17_30_nikos.wav 18_40_dp.wav,1487,270.0
17_30_nikos.wav 18_40_fil.wav,2623,235.0
17_30_nikos.wav 18_40_giorgos.wav,3074,228.0
17_30_nikos.wav 18_40_nikos.wav,1827,226.0
17_30_nikos.wav 18_40_stavros.wav,1929,212.0
17_30_nikos.wav 18_50_dp.wav,2895,213.0
17_30_nikos.wav 18_50_fil.wav,1903,214.0
17_30_nikos.wav 18_50_giorgos.wav,9427,265.0
17_30_nikos.wav 18_50_nikos.wav,2866,182.0
17_30_nikos.wav 18_50_stavros.wav,1538,213.0
17_30_nikos.wav 18_58_stavros.wav,2098,228.0
17_30_stavros.wav 17_40_dp.wav,2463,233.0
17_30_stavros.wav 17_40_fil.wav,2072,215.0
17_30_stavros.wav 17_40_giorgos.wav,2191,275.0
17_30_stavros.wav 17_40_nikos.wav,2472,215.0
17_30_stavros.wav 17_40_stavros.wav,1579,188.0
17_30_stavros.wav 18_10_dp.wav,3616,201.0
17_30_stavros.wav 18_10_fil.wav,1922,189.0
17_30_stavros.wav 18_10_giorgos.wav,3319,215.0
17_30_stavros.wav 18_10_stavros.wav,1680,227.0
17_30_stavros.wav 18_20_dp.wav,2615,275.0
17_30_stavros.wav 18_20_fil.wav,3026,183.0
17_30_stavros.wav 18_20_giorgos.wav,2820,261.0
17_30_stavros.wav 18_20_nikos.wav,3148,255.0
17_30_stavros.wav 18_20_stavros.wav,2399,199.0
17_30_stavros.wav 18_30_dp.wav,2270,235.0
17_30_stavros.wav 18_30_fil.wav,2315,188.0
17_30_stavros.wav 18_30_giorgos.wav,2427,219.0
17_30_stavros.wav 18_30_nikos.wav,2344,251.0
17_30_stavros.wav 18_30_stavros.wav,2316,233.0
17_30_stavros.wav 18_40_dp.wav,2213,277.0
17_30_stavros.wav 18_40_fil.wav,1897,234.0
17_30_stavros.wav 18_40_giorgos.wav,2292,257.0
17_30_stavros.wav 18_40_nikos.wav,3236,265.0
17_30_stavros.wav 18_40_stavros.wav,1692,231.0
17_30_stavros.wav 18_50_dp.wav,2568,211.0
17_30_stavros.wav 18_50_fil.wav,2293,232.0
17_30_stavros.wav 18_50_giorgos.wav,4511,291.0
17_30_stavros.wav 18_50_nikos.wav,3201,255.0
17_30_stavros.wav 18_50_stavros.wav,2095,225.0
17_30_stavros.wav 18_58_stavros.wav,1629,220.0
17_40_dp.wav 17_40_fil.wav,2082,599.0
17_40_dp.wav 17_40_giorgos.wav,3068,1371.0
17_40_dp.wav 17_40_nikos.wav,2237,468.0
17_40_dp.wav 17_40_stavros.wav,2453,772.0
17_40_dp.wav 18_10_dp.wav,2920,253.0
17_40_dp.wav 18_10_fil.wav,1951,215.0
17_40_dp.wav 18_10_giorgos.wav,3379,258.0
17_40_dp.wav 18_10_stavros.wav,2250,221.0
17_40_dp.wav 18_20_dp.wav,4027,260.0
17_40_dp.wav 18_20_fil.wav,3060,379.0
17_40_dp.wav 18_20_giorgos.wav,3433,284.0
17_40_dp.wav 18_20_nikos.wav,4377,261.0
17_40_dp.wav 18_20_stavros.wav,3011,260.0
17_40_dp.wav 18_30_dp.wav,2762,291.0
17_40_dp.wav 18_30_fil.wav,2247,198.0
17_40_dp.wav 18_30_giorgos.wav,2831,288.0
17_40_dp.wav 18_30_nikos.wav,3099,284.0
17_40_dp.wav 18_30_stavros.wav,2511,207.0
17_40_dp.wav 18_40_dp.wav,2864,318.0
17_40_dp.wav 18_40_fil.wav,2610,274.0
17_40_dp.wav 18_40_giorgos.wav,2327,306.0
17_40_dp.wav 18_40_nikos.wav,3323,302.0
17_40_dp.wav 18_40_stavros.wav,1604,233.0
17_40_dp.wav 18_50_dp.wav,3101,234.0
17_40_dp.wav 18_50_fil.wav,2821,271.0
17_40_dp.wav 18_50_giorgos.wav,14074,350.0
17_40_dp.wav 18_50_nikos.wav,3116,281.0
17_40_dp.wav 18_50_stavros.wav,1616,209.0
17_40_dp.wav 18_58_stavros.wav,2883,260.0
17_40_fil.wav 17_40_giorgos.wav,3174,590.0
17_40_fil.wav 17_40_nikos.wav,2344,354.0
17_40_fil.wav 17_40_stavros.wav,2560,787.0
17_40_fil.wav 18_10_dp.wav,2738,194.0
17_40_fil.wav 18_10_fil.wav,1682,279.0
17_40_fil.wav 18_10_giorgos.wav,2007,214.0
17_40_fil.wav 18_10_stavros.wav,2540,200.0
17_40_fil.wav 18_20_dp.wav,2041,270.0
17_40_fil.wav 18_20_fil.wav,2535,221.0
17_40_fil.wav 18_20_giorgos.wav,2701,258.0
17_40_fil.wav 18_20_nikos.wav,3510,320.0
17_40_fil.wav 18_20_stavros.wav,3118,213.0
17_40_fil.wav 18_30_dp.wav,1915,290.0
17_40_fil.wav 18_30_fil.wav,2119,232.0
17_40_fil.wav 18_30_giorgos.wav,2256,214.0
17_40_fil.wav 18_30_nikos.wav,2193,254.0
17_40_fil.wav 18_30_stavros.wav,2117,193.0
17_40_fil.wav 18_40_dp.wav,1913,250.0
17_40_fil.wav 18_40_fil.wav,1828,225.0
17_40_fil.wav 18_40_giorgos.wav,3003,226.0
17_40_fil.wav 18_40_nikos.wav,2991,254.0
17_40_fil.wav 18_40_stavros.wav,1511,220.0
17_40_fil.wav 18_50_dp.wav,2946,235.0
17_40_fil.wav 18_50_fil.wav,2000,263.0
17_40_fil.wav 18_50_giorgos.wav,12177,262.0
17_40_fil.wav 18_50_nikos.wav,2004,265.0
17_40_fil.wav 18_50_stavros.wav,2256,233.0
17_40_fil.wav 18_58_stavros.wav,2130,232.0
17_40_giorgos.wav 17_40_nikos.wav,2931,493.0
17_40_giorgos.wav 17_40_stavros.wav,3147,754.0
17_40_giorgos.wav 18_10_dp.wav,2536,265.0
17_40_giorgos.wav 18_10_fil.wav,2153,245.0
17_40_giorgos.wav 18_10_giorgos.wav,4509,285.0
17_40_giorgos.wav 18_10_stavros.wav,3642,237.0
17_40_giorgos.wav 18_20_dp.wav,2884,290.0
17_40_giorgos.wav 18_20_fil.wav,3755,423.0
17_40_giorgos.wav 18_20_giorgos.wav,4127,339.0
17_40_giorgos.wav 18_20_nikos.wav,3815,328.0
17_40_giorgos.wav 18_20_stavros.wav,3705,250.0
17_40_giorgos.wav 18_30_dp.wav,3500,339.0
17_40_giorgos.wav 18_30_fil.wav,2004,297.0
17_40_giorgos.wav 18_30_giorgos.wav,3523,326.0
17_40_giorgos.wav 18_30_nikos.wav,3615,270.0
17_40_giorgos.wav 18_30_stavros.wav,3285,285.0
17_40_giorgos.wav 18_40_dp.wav,3561,356.0
17_40_giorgos.wav 18_40_fil.wav,3531,244.0
17_40_giorgos.wav 18_40_giorgos.wav,3019,260.0
17_40_giorgos.wav 18_40_nikos.wav,3647,332.0
17_40_giorgos.wav 18_40_stavros.wav,2298,283.0
17_40_giorgos.wav 18_50_dp.wav,2632,297.0
17_40_giorgos.wav 18_50_fil.wav,3431,267.0
17_40_giorgos.wav 18_50_giorgos.wav,9097,379.0
17_40_giorgos.wav 18_50_nikos.wav,3810,302.0
17_40_giorgos.wav 18_50_stavros.wav,3404,288.0
17_40_giorgos.wav 18_58_stavros.wav,3773,279.0
17_40_nikos.wav 17_40_stavros.wav,2540,411.0
17_40_nikos.wav 18_10_dp.wav,2981,222.0
17_40_nikos.wav 18_10_fil.wav,2307,207.0
17_40_nikos.wav 18_10_giorgos.wav,2998,182.0
17_40_nikos.wav 18_10_stavros.wav,2011,207.0
17_40_nikos.wav 18_20_dp.wav,2392,223.0
17_40_nikos.wav 18_20_fil.wav,2238,203.0
17_40_nikos.wav 18_20_giorgos.wav,2083,228.0
17_40_nikos.wav 18_20_nikos.wav,3073,249.0
17_40_nikos.wav 18_20_stavros.wav,1033,206.0
17_40_nikos.wav 18_30_dp.wav,2762,229.0
17_40_nikos.wav 18_30_fil.wav,2212,289.0
17_40_nikos.wav 18_30_giorgos.wav,2963,217.0
17_40_nikos.wav 18_30_nikos.wav,2582,209.0
17_40_nikos.wav 18_30_stavros.wav,2894,169.0
17_40_nikos.wav 18_40_dp.wav,2951,257.0
17_40_nikos.wav 18_40_fil.wav,1958,178.0
17_40_nikos.wav 18_40_giorgos.wav,2928,255.0
17_40_nikos.wav 18_40_nikos.wav,3043,247.0
17_40_nikos.wav 18_40_stavros.wav,2264,205.0
17_40_nikos.wav 18_50_dp.wav,2025,260.0
17_40_nikos.wav 18_50_fil.wav,2028,215.0
17_40_nikos.wav 18_50_giorgos.wav,11117,343.0
17_40_nikos.wav 18_50_nikos.wav,2747,301.0
17_40_nikos.wav 18_50_stavros.wav,2518,238.0
17_40_nikos.wav 18_58_stavros.wav,2777,193.0
17_40_stavros.wav 18_10_dp.wav,3099,219.0
17_40_stavros.wav 18_10_fil.wav,2124,193.0
17_40_stavros.wav 18_10_giorgos.wav,1621,214.0
17_40_stavros.wav 18_10_stavros.wav,2337,175.0
17_40_stavros.wav 18_20_dp.wav,2166,259.0
17_40_stavros.wav 18_20_fil.wav,3154,232.0
17_40_stavros.wav 18_20_giorgos.wav,2869,228.0
17_40_stavros.wav 18_20_nikos.wav,2726,258.0
17_40_stavros.wav 18_20_stavros.wav,2440,216.0
17_40_stavros.wav 18_30_dp.wav,2856,238.0
17_40_stavros.wav 18_30_fil.wav,2864,214.0
17_40_stavros.wav 18_30_giorgos.wav,2652,228.0
17_40_stavros.wav 18_30_nikos.wav,2987,262.0
17_40_stavros.wav 18_30_stavros.wav,2578,224.0
17_40_stavros.wav 18_40_dp.wav,2960,253.0
17_40_stavros.wav 18_40_fil.wav,2442,220.0
17_40_stavros.wav 18_40_giorgos.wav,2539,248.0
17_40_stavros.wav 18_40_nikos.wav,3362,302.0
17_40_stavros.wav 18_40_stavros.wav,3086,219.0
17_40_stavros.wav 18_50_dp.wav,2149,242.0
17_40_stavros.wav 18_50_fil.wav,1578,211.0
17_40_stavros.wav 18_50_giorgos.wav,8838,268.0
17_40_stavros.wav 18_50_nikos.wav,2088,241.0
17_40_stavros.wav 18_50_stavros.wav,2549,220.0
17_40_stavros.wav 18_58_stavros.wav,2263,224.0
18_10_dp.wav 18_10_fil.wav,1578,471.0
18_10_dp.wav 18_10_giorgos.wav,1740,601.0
18_10_dp.wav 18_10_stavros.wav,1624,495.0
18_10_dp.wav 18_20_dp.wav,3446,322.0
18_10_dp.wav 18_20_fil.wav,2164,231.0
18_10_dp.wav 18_20_giorgos.wav,3317,297.0
18_10_dp.wav 18_20_nikos.wav,2922,333.0
18_10_dp.wav 18_20_stavros.wav,2382,234.0
18_10_dp.wav 18_30_dp.wav,3364,303.0
18_10_dp.wav 18_30_fil.wav,2246,293.0
18_10_dp.wav 18_30_giorgos.wav,2666,235.0
18_10_dp.wav 18_30_nikos.wav,3231,229.0
18_10_dp.wav 18_30_stavros.wav,1626,239.0
18_10_dp.wav 18_40_dp.wav,3691,273.0
18_10_dp.wav 18_40_fil.wav,2195,240.0
18_10_dp.wav 18_40_giorgos.wav,2842,243.0
18_10_dp.wav 18_40_nikos.wav,3123,275.0
18_10_dp.wav 18_40_stavros.wav,3591,229.0
18_10_dp.wav 18_50_dp.wav,2638,281.0
18_10_dp.wav 18_50_fil.wav,2828,255.0
18_10_dp.wav 18_50_giorgos.wav,7806,315.0
18_10_dp.wav 18_50_nikos.wav,2921,258.0
18_10_dp.wav 18_50_stavros.wav,3315,217.0
18_10_dp.wav 18_58_stavros.wav,2993,223.0
18_10_fil.wav 18_10_giorgos.wav,2057,431.0
18_10_fil.wav 18_10_stavros.wav,1941,652.0
18_10_fil.wav 18_20_dp.wav,1933,213.0
18_10_fil.wav 18_20_fil.wav,1381,188.0
18_10_fil.wav 18_20_giorgos.wav,2943,225.0
18_10_fil.wav 18_20_nikos.wav,2963,323.0
18_10_fil.wav 18_20_stavros.wav,2521,221.0
18_10_fil.wav 18_30_dp.wav,2149,193.0
18_10_fil.wav 18_30_fil.wav,1938,207.0
18_10_fil.wav 18_30_giorgos.wav,1780,273.0
18_10_fil.wav 18_30_nikos.wav,2147,197.0
18_10_fil.wav 18_30_stavros.wav,2059,184.0
18_10_fil.wav 18_40_dp.wav,2295,195.0
18_10_fil.wav 18_40_fil.wav,1873,204.0
18_10_fil.wav 18_40_giorgos.wav,1994,211.0
18_10_fil.wav 18_40_nikos.wav,2748,219.0
18_10_fil.wav 18_40_stavros.wav,2210,229.0
18_10_fil.wav 18_50_dp.wav,2955,249.0
18_10_fil.wav 18_50_fil.wav,1481,186.0
18_10_fil.wav 18_50_giorgos.wav,5355,257.0
18_10_fil.wav 18_50_nikos.wav,3035,243.0
18_10_fil.wav 18_50_stavros.wav,1302,179.0
